"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","Economic_Empowerment_Resource_gwp1_n_5","Economic_Empowerment_Resource_gwp2_n_5","Economic_Empowerment_Resource_SL_CPA_YEMP","Economics_Resource","Economic_Empowerment_Agency_Account_Ratio","Economics_Agency","Economic_Empowerment_Achievement_BetterOff","Economic_Empowerment_Achievement_SL_TLF_NEET_Both","Economic_Empowerment_Achievement_WorkPov","Economics_Achievement","Economics"
"Israel",376,"ISR","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",0.9944478,0.9223584,0.636363636363636,0.851056611270156,0.8594577242307,0.8594577242307,0.370583769340506,0.853,0.942248717010096,0.721944161394923,0.81081949815444
"Italy",380,"ITA","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9879869,0.9855623,1,0.991183065675484,0.865604899361174,0.865604899361174,0.5141687685561,0.819,0.999482041180057,0.777550269134502,0.878112743845607
"Côte d'Ivoire",384,"CIV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.7499745,0.3251578,0.580645161290323,0.551925819878182,0.781179603637126,0.781179603637126,0.575277820241892,0.652,0.7535,0.660259272753705,0.664454898091883
"Jamaica",388,"JAM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.842850875161716,0.734129798775229,0.333333333333333,0.636771335119988,1,1,0.577988089087824,0.790124254889638,0.9959,0.78800411387115,0.808258482188788
"Japan",392,"JPN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.9747776,0.9571316,1,0.977303065689364,0.946842680431571,0.946842680431571,0.538461538461538,0.969,0.983385871986552,0.830282469319081,0.918142737561862
"Kazakhstan",398,"KAZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.9076086,0.8848298,0.333333333333333,0.708590577069187,0.786160430053681,0.786160430053681,0.636363636363636,0.905,0.9999,0.847087877940791,0.780612960907273
"Jordan",400,"JOR","Western Asia","Northern Africa and Western Asia","Arab States",0.8646488,0.8874874,0.666666666666667,0.806267621415955,0.69094946103371,0.69094946103371,0.549668874172185,0.64,0.9967,0.728789623995272,0.742002234739643
"Kenya",404,"KEN","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.8485776,0.6293787,0.580645161290323,0.686200486410574,0.9526275396914,0.9526275396914,0.575277820241892,0.863,0.6636,0.700625939380005,0.779817987714175
"Dem. People's Republic of Korea",408,"PRK","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.931385972587569,0.836913757954419,0.727272727272727,0.831857485106381,1,1,0.773509856822251,0.835541179846677,0.7881,0.799050344757259,0.876969275744244
"Republic of Korea",410,"KOR","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.9719141,0.9796752,1,0.983863099016137,0.940273145127741,0.940273145127741,0.583333333333333,0.835541179846677,1,0.806291503587045,0.910142581666832
"Kuwait",414,"KWT","Western Asia","Northern Africa and Western Asia","Arab States",1,0.9907272,0.636363636363636,0.875696944578849,0.9361464647304,0.9361464647304,0.370583769340506,0.707072022046159,0.9995,0.69238526310317,0.834742889969397
"Kyrgyzstan",417,"KGZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.9405292,0.7421888,0.333333333333333,0.672017110439094,0.820181876040951,0.820181876040951,0.700228240855126,0.795,0.9986,0.831276079453766,0.774491687870112
"Lao People's Democratic Republic",418,"LAO","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.745079,0.3496656,0.666666666666667,0.587137088301752,0.82417109468351,0.82417109468351,0.773509856822251,0.579,0.8935,0.748669951525414,0.719992710783566
"Lebanon",422,"LBN","Western Asia","Northern Africa and Western Asia","Arab States",0.9757908,0.9600108,0.636363636363636,0.857388411263824,0.670555052810273,0.670555052810273,0.435,0.765,0.9991,0.7330333326003,0.75365893147114
"Lesotho",426,"LSO","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.6579648,0.2774278,0.580645161290323,0.505345919924762,1,1,0.575277820241892,0.761880542627983,0.7777,0.704952786918339,0.736766234877601
"Latvia",428,"LVA","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.9863047,0.9798654,1,0.988723365677943,0.912951151786445,0.912951151786445,0.5141687685561,0.921,0.999482041180057,0.811550269100502,0.904408261283888
"Liberia",430,"LBR","Western Africa","Sub-Saharan Africa","West & Central Africa",0.5592334,0.2875103,0.666666666666667,0.504470121717752,1,1,0.575277820241892,0.868,0.4712,0.638159272775805,0.714209797450309
"Libya",434,"LBY","Northern Africa","Northern Africa and Western Asia","Arab States",1,0.7972884,0.636363636363636,0.811217344643328,0.775532807344896,0.775532807344896,0.370583769340506,0.707072022046159,0.9987,0.69211859643677,0.759622915382042
"Lithuania",440,"LTU","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.9671212,0.9464512,0.9,0.937857465728809,0.858812267267567,0.858812267267567,0.5141687685561,0.913,0.999482041180057,0.808883602436502,0.868517777609108
"Luxembourg",442,"LUX","Western Europe","Europe and Northern America","Non-UNFPA Country",0.9690349,0.9669433,0.9,0.945326065721341,0.976177808017737,0.976177808017737,0.5141687685561,0.944,0.999482041180057,0.819216935759502,0.91357360225262
"China, Macao SAR",446,"MAC","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.931385972587569,0.836913757954419,0.727272727272727,0.831857485106381,1,1,0.867021276595745,0.835541179846677,1,0.90085415124662,0.91090387787343
"Madagascar",450,"MDG","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.3054218,0.2140868,0.666666666666667,0.395391755160164,1,1,0.575277820241892,0.932,0.2379,0.581725939498905,0.659039230893984
"Malawi",454,"MWI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.4988809,0.2209873,0.580645161290323,0.433504453329936,0.899923465424937,0.899923465424937,0.575277820241892,0.671,0.3428,0.529692606217605,0.621040174369786
"Malaysia",458,"MYS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.8446329,0.836913757954419,0.727272727272727,0.802939794272776,1,1,0.561224489795918,0.875,1,0.812074829119898,0.87167154025922
"Maldives",462,"MDV","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.715527903280476,0.245907760499144,0.592592592592593,0.518009418272728,0.886190237908995,0.886190237908995,0.734026392371266,0.765,0.9989,0.83264212995778,0.745613927967554
"Mali",466,"MLI","Western Africa","Sub-Saharan Africa","West & Central Africa",0.7078781,0.2524343,0.580645161290323,0.513652519916455,1,1,0.575277820241892,0.733,0.5355,0.614592606132705,0.709415041306972
"Malta",470,"MLT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9980916,0.9919335,1,0.996675032336658,1,1,0.5141687685561,0.92,0.999482041180057,0.811216935767502,0.935963988432089
"Martinique",474,"MTQ","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.842850875161716,0.734129798775229,0.648148148148148,0.741709606619988,0.869358224887103,0.869358224887103,0.577988089087824,0.790124254889638,0.969364555651906,0.779158965763964,0.796742264960276
"Mauritania",478,"MRT","Western Africa","Sub-Saharan Africa","West & Central Africa",0.6283156,0.3180832,0.580645161290323,0.509014653254426,0.583797227044756,0.583797227044756,0.575277820241892,0.645,0.945,0.721759272692205,0.604857050392272
"Mauritius",480,"MUS","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.9346696,0.8892791,0.333333333333333,0.719094010392017,0.947544616035867,0.947544616035867,0.575277820241892,0.819,0.9993,0.797859272616105,0.82149929885983
"Mexico",484,"MEX","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.7384295,0.6019391,1,0.780122865886544,0.922098286318472,0.922098286318472,0.615727000106145,0.817,0.9889,0.807208999228173,0.836476716307919
"Mongolia",496,"MNG","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.9854767,0.8709635,0.727272727272727,0.861237641563005,0.945746609898953,0.945746609898953,0.773509856822251,0.803,0.9984,0.858303284749114,0.888429177848595
"Republic of Moldova",498,"MDA","Eastern Europe","Europe and Northern America","Eastern Europe & Central Asia",0.9722317,0.9320826,0.666666666666667,0.856993654698562,0.906944557470512,0.906944557470512,0.5141687685561,0.717,0.9999,0.74368958877501,0.835875932812152
"Montenegro",499,"MNE","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.9687673,0.9593821,1,0.97604979902395,0.790406369068701,0.790406369068701,0.5141687685561,0.827,0.999,0.78005625540531,0.848837473650483
