"Country","ISONum","ISOAlph","Subregion","SDG","UNFPAGroup","Index","Economics","Education","Gender","Politics","Safety","SRH","Economics_Achievement","Economics_Agency","Economics_Resource","Education_Achievement","Education_Agency","Education_Resource","Gender_Achievement","Gender_Agency","Gender_Resource","Politics_Achievement","Politics_Agency","Politics_Resource","Safety_Achievement","Safety_Agency","Safety_Resource","SRH_Achievement","SRH_Agency","SRH_Resource","Indicator_N"
"France",250,"FRA","Western Europe","Europe and Northern America","Non-UNFPA Country",0.738978998233102,0.798660596717474,0.80810598010181,0.941736367869899,0.544979285706682,0.753302598109844,0.652654285021548,0.632874575655665,0.844863051144318,0.918244165748423,0.8623,1,0.562017942729749,0.878209106434905,0.947,1,0.37,0.531104902495556,0.733832956259427,0.963683229806496,0.526224566782944,0.77,0.986023982779103,0.267308036331415,0.704630837912088,17
"French Guiana",254,"GUF","South America","Latin America and the Caribbean","Non-UNFPA Country",0.649749338967161,0.733163575287773,0.694630928056828,0.822659927526924,0.506195583035668,0.5940175877169,0.597285653681057,0.588422896555718,0.869358224887103,0.741709606619988,0.635583696608455,0.985219761244409,0.463089328401512,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.781713149939801,0.374210582734887,0.626129032258065,0.876081369699774,0.296598714390362,0.619176878744893,2
"French Polynesia",258,"PYF","Polynesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.561331537686574,0.746666205069243,0.463599438755371,0.67635556093023,0.332479363734992,0.678469045360384,0.592348733812695,0.483898708023164,1,0.756099909424563,0.260925397058824,0.458203709806501,0.671669210791588,0.444675020458265,0.656833333333333,0.927558331028159,0,0.298720143484465,0.698717948717949,0.911686451378108,0.523720686738451,0.6,0.882171285701975,0.193669433182671,0.701205484330484,1
"Djibouti",262,"DJI","Eastern Africa","Sub-Saharan Africa","Arab States",0.560764306699389,0.588374027442123,0.354440186534078,0.697458452036179,0.600621447029304,0.596925704575825,0.596274541063834,0.449798677204499,0.806890610850498,0.508432796036493,0.207201,0.491913647121853,0.364205913543701,0.709627371466896,0.635666666666667,0.747081320067348,0.615333333333333,0.530611497694728,0.655919511861714,0.931694174666143,0.379082940852109,0.48,0.892380953673271,0.240909488915724,0.655533182391332,14
"Gabon",266,"GAB","Middle Africa","Sub-Saharan Africa","West & Central Africa",0.553349094808641,0.727015116008607,0.373814006642429,0.739810896696087,0.459336651362353,0.651557866066073,0.477080203834825,0.580944439695856,1,0.60010091051101,0.1382765,0.39090452454808,0.592260996500651,0.475432692307692,0.744,1,0.0635719691644407,0.530611497694728,0.7838264886059,0.945590659300783,0.379082940852109,0.63,0.729578121009552,0.255411979989377,0.446250511936786,29
"Georgia",268,"GEO","Western Asia","Northern Africa and Western Asia","Eastern Europe & Central Asia",0.646879858399244,0.690248165663617,0.8526903316448,0.818928819457955,0.379654455233186,0.634363764808586,0.631207499513611,0.5685352786626,0.781798843341628,0.720410377057367,0.9601,1,0.597970997492472,0.64378646083065,0.813,1,0.0446666666666667,0.377124983000136,0.717171717171717,0.898637580739063,0.404453715589787,0.6,0.913881675094431,0.184502730101928,0.795238095238095,30
"Gambia",270,"GMB","Western Africa","Sub-Saharan Africa","West & Central Africa",0.588315930043894,0.657932062624059,0.447864110675793,0.651210105329174,0.671605541295013,0.650615400844481,0.4945117260517,0.470150925597322,0.966538633115383,0.537106631133267,0.3018718,0.445877202351888,0.595843331019084,0.488605769230769,0.516,0.949024548710384,0.689333333333333,0.530611497694728,0.794871794871795,0.972763263633181,0.379082940852109,0.6,0.666981529405482,0.144013967693471,0.672539682539683,32
"State of Palestine",275,"PSE","Western Asia","Northern Africa and Western Asia","Arab States",0.538949584615275,0.638897036657834,0.566383331089275,0.68430381959258,0.272870152921666,0.637937232208629,0.568544632540967,0.5556352786755,0.678905155108966,0.682150678105728,0.6215511,0.900303226047092,0.177295668919881,0.646911460830651,0.406,1,0.0924493325750226,0.492827793675252,0.233333333333333,0.942971832918197,0.400839865621501,0.57,0.90270524330068,0.184502730101928,0.618425925925926,28
"Germany",276,"DEU","Western Europe","Europe and Northern America","Non-UNFPA Country",0.724092595667479,0.865066270890566,0.773792330202698,0.911736367899899,0.428303292683813,0.846170265174825,0.651646981409013,0.649886486195079,0.982224296701571,0.963088032370245,0.8007,0.97267337375217,0.5480036191773,0.878209106434905,0.857,1,0.028,0.523076923076923,0.733832956259427,0.958009903608602,0.780500894454383,0.8,0.98070048463689,0.267308036331415,0.706932425213675,26
"Ghana",288,"GHA","Western Africa","Sub-Saharan Africa","West & Central Africa",0.606663911135719,0.738605440878613,0.525714921934205,0.745642851871774,0.483316558034246,0.659574373938107,0.540131928796658,0.530050925537422,1,0.685765399314235,0.448475,0.751917521158854,0.376752246220907,0.517067307692308,0.773,0.946861250159943,0.0635719691644407,0.505425325435866,0.880952380952381,0.961582985587376,0.457140138205669,0.56,0.766372929661453,0.192954473608657,0.66106838474026,34
"Kiribati",296,"KIR","Micronesia","Oceania (excluding Australia and New Zealand)","Asia & the Pacific",0.568683855668616,0.72385161005427,0.525969812829502,0.692361323325572,0.332479363734992,0.634421460799702,0.608330612898972,0.415454922909804,1,0.756099909424563,0.260925397058824,0.458203709806501,0.85878033320109,0.492692307692308,0.656833333333333,0.927558331028159,0,0.298720143484465,0.698717948717949,0.75954369756392,0.523720686738451,0.62,0.930116923008751,0.193669433182671,0.701205484330484,9
"Greece",300,"GRC","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.60685570265998,0.79593224502186,0.683432777463099,0.903092531023967,0.237415189533802,0.721752206418669,0.593351233358612,0.626882472451759,0.785561899310302,0.975352365691314,0.9305,1,0.119798334439596,0.878209106434905,0.834,0.997068489346273,0.0446666666666667,0.433745946387559,0.233832956259427,0.982866166759447,0.472390454661817,0.71,0.983313240310799,0.267308036331415,0.529432425213675,27
"Grenada",308,"GRD","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.667387269682553,0.698184151489419,0.687020284663806,0.822659927526924,0.506195583035668,0.716183482976993,0.617682032287466,0.588422896555718,0.869358224887103,0.636771335119988,0.635583696608455,1,0.425477159444023,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.944339868344641,0.374210582734887,0.83,0.937270505580189,0.296598714390362,0.619176878744893,9
"Guadeloupe",312,"GLP","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.653999940716323,0.733163575287773,0.694630928056828,0.822659927526924,0.506195583035668,0.5940175877169,0.621116775633395,0.588422896555718,0.869358224887103,0.741709606619988,0.635583696608455,0.985219761244409,0.463089328401512,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.781713149939801,0.374210582734887,0.626129032258065,0.947574735628281,0.296598714390362,0.619176878744893,2
"Guam",316,"GUM","Micronesia","Oceania (excluding Australia and New Zealand)","Non-UNFPA Country",0.558227498062667,0.746666205069243,0.463599438755371,0.67635556093023,0.332479363734992,0.652002013006281,0.596223736618278,0.483898708023164,1,0.756099909424563,0.260925397058824,0.458203709806501,0.671669210791588,0.444675020458265,0.656833333333333,0.927558331028159,0,0.298720143484465,0.698717948717949,0.832285354236399,0.523720686738451,0.6,0.893796294130349,0.193669433182671,0.701205484330484,3
"Guatemala",320,"GTM","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.602519440760088,0.759805854320638,0.468116029597293,0.746475126986932,0.586210889209272,0.517235841930387,0.594309131342038,0.556642764022191,0.953137335322112,0.769637465897029,0.3450681,0.449289321899414,0.609990668296814,0.703317307692308,0.566,0.970108075507913,0.458666666666667,0.610151187904967,0.689814814814815,0.730881084207217,0.390826443135651,0.43,0.852580441746695,0.241062442277834,0.689284511784512,39
"Guinea",324,"GIN","Western Africa","Sub-Saharan Africa","West & Central Africa",0.480821568867209,0.657089833634237,0.281407302480659,0.577452572110869,0.403573644449569,0.596882746800189,0.480413710883106,0.537184258863622,1,0.434085244010359,0.201692,0.325932990180121,0.316596918106079,0.452127371466896,0.556,0.72423034659807,0.0635719691644407,0.530611497694728,0.616537467700258,0.931565301339106,0.379082940852109,0.48,0.583553446157316,0.214175783171339,0.643511904761905,30
"Guyana",328,"GUY","South America","Latin America and the Caribbean","Latin America & the Caribbean",0.631371863471364,0.71788704081371,0.728190833319141,0.80971029384024,0.444467188035668,0.572783111859154,0.587828248331273,0.542593293087699,0.869358224887103,0.741709606619988,0.5614666,0.974753231472439,0.648352670669556,0.630749931568897,0.798380952380952,1,0.354145485330044,0.471220519991469,0.508035560118893,0.714138754560924,0.374210582734887,0.63,0.810044455570245,0.322044996666765,0.631395294520295,26
"Haiti",332,"HTI","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.478515911151729,0.714300962704057,0.402315453985842,0.685222155047052,0.235207836716815,0.477543686984174,0.542792771834301,0.562593293067699,0.982340981735961,0.597968615451414,0.1656566,0.985219761244409,0.0560700019200643,0.659182692307692,0.409,0.987483774889131,0,0.228350783583342,0.477272727272727,0.794915508214268,0.267715554170885,0.37,0.748742937801982,0.241579823773744,0.638055555555556,37
"Honduras",340,"HND","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.564253350073282,0.671189510026001,0.361082263938664,0.822846153023308,0.522035581498716,0.545540800219631,0.56826063951802,0.5263266264373,0.812996456945801,0.674245448708471,0.378,0.541485129462348,0.16376166343689,0.621538461538462,0.847,1,0.354145485330044,0.471220519991469,0.740740740740741,0.802411819560627,0.374210582734887,0.46,0.856972720632882,0.303768795585554,0.544040404040404,30
"China, Hong Kong SAR",344,"HKG","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.662150693043231,0.830839062618957,0.730788876375949,0.837279957042855,0.355596768283503,0.70828116365023,0.658260809923611,0.614629473236507,0.982301808917557,0.895585908195323,0.599863627246118,1,0.592503004074097,0.778839873640404,0.733,1,0.147551434756124,0.394309518106823,0.524929353054353,0.963483188760647,0.533860304314886,0.6275,0.968247415128135,0.292265667139796,0.714269349477683,14
"Hungary",348,"HUN","Eastern Europe","Europe and Northern America","Non-UNFPA Country",0.69154892605015,0.802086048997828,0.724690708793534,0.862572199302779,0.444090396918682,0.765687224973921,0.64157225058376,0.631541242323665,0.808177374709282,0.966539532366794,0.8569,0.781349521213108,0.535822607341566,0.878209106434905,0.724,0.985507494061149,0.0673333333333333,0.531104902495556,0.733832956259427,0.960837110435881,0.526224566782944,0.81,0.952777879432494,0.267308036331415,0.704630837912088,18
"Iceland",352,"ISL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.691547256340651,0.838100942482878,0.778749203491017,0.901403034576899,0.360757063668682,0.790192980481509,0.652184097067995,0.652541242302665,0.923269707546381,0.938491880113892,0.7022,1,0.634047612809298,0.878209106434905,0.826,1,0.317333333333333,0.531104902495556,0.233832956259427,0.964354377032162,0.526224566782944,0.88,0.984613418917035,0.267308036331415,0.704630837912088,14
"India",356,"IND","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.585882569102733,0.653601914420196,0.423835726933986,0.803034009859214,0.480828223051369,0.626762692831327,0.603289209612469,0.536280087438291,0.895529302756544,0.528996355026559,0.4289057,0.727568817138672,0.115032664934794,0.670913461538462,0.788,0.950188570448282,0.0526666666666667,0.655250102695358,0.734567901234568,0.891669659321637,0.528618421052631,0.46,0.932697531893955,0.21419390827713,0.66297619047619,36
"Indonesia",360,"IDN","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.641861795118004,0.756529416066848,0.683006372042247,0.788601951380777,0.403176347150416,0.68743466646461,0.619176209505601,0.58858276226225,1,0.681005488207883,0.6318861,0.87677968343099,0.540353334744771,0.773872126972222,0.596,0.995933729535913,0.255333333333333,0.757391356273092,0.196804353054353,0.975489813569622,0.556814187886512,0.53,0.859989412700458,0.283269868196191,0.714269349477683,32
"Iran (Islamic Republic of)",364,"IRN","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.557770758111823,0.772567813172124,0.451113693244762,0.633433015738294,0.351489298333315,0.638904992612714,0.607383160734952,0.561421568066029,0.989486743670644,0.766795130097402,0.383328940813579,0.847905476888021,0.122106663386027,0.709866535116705,0.249,0.941432513998475,0.0688860267919865,0.721611721611722,0.263970147650703,0.943385716425595,0.463329263329263,0.51,0.926303984580942,0.203137248183889,0.692708251262173,25
"Iraq",368,"IRQ","Western Asia","Northern Africa and Western Asia","Arab States",0.502710330019526,0.657728276341455,0.383652448797642,0.674882998311104,0.395131776941392,0.506399677852703,0.473651049105394,0.531273015341743,0.793108905193497,0.648802910462308,0.1864567,0.818862255525546,0.145638392018337,0.556286460830651,0.485,0.98336253612731,0.0924493325750226,0.57442748091603,0.518518518518518,0.906257718283414,0.262941316793893,0.35,0.856021125705915,0.184502730101928,0.380429292929293,28
"Ireland",372,"IRL","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.736324990623527,0.835461244965355,0.812649537412669,0.920069701224899,0.504979285746681,0.775619574384971,0.651395251147641,0.634541242320665,0.933551796020076,0.938290699061709,0.9436,1,0.494348614675957,0.878209106434905,0.882,1,0.25,0.531104902495556,0.733832956259427,0.950634158698829,0.526224566782944,0.85,0.982246881153605,0.267308036331415,0.704630837912088,17
"Israel",376,"ISR","Western Asia","Northern Africa and Western Asia","Non-UNFPA Country",0.562636952931292,0.770055283608513,0.74346555287931,0.74400826723966,0.190815877925012,0.668008507769388,0.584268528072499,0.599651517634849,0.8594577242307,0.851056611270156,0.8809,1,0.349496660868327,0.616024803951004,0.616,1,0,0.350606776792341,0.221840857555143,0.96660583359842,0.307419691713769,0.73,0.981593499087589,0.184502730101928,0.586709356780785,17
"Italy",380,"ITA","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.702204879145471,0.821554179417553,0.785378760987982,0.929736367881899,0.406757063622682,0.751539230149118,0.653764171938199,0.607874575680665,0.865604899361174,0.991183065675484,0.8327,1,0.523436285320081,0.878209106434905,0.911,1,0.455333333333333,0.531104902495556,0.233832956259427,0.978393125919028,0.526224566782944,0.75,0.989353643532386,0.267308036331415,0.704630837912088,19
"Côte d'Ivoire",384,"CIV","Western Africa","Sub-Saharan Africa","West & Central Africa",0.479929942058114,0.601174337991836,0.268960373045169,0.761345589315243,0.358317565517816,0.57318472827614,0.483318920103905,0.470417592263722,0.781179603637126,0.551925819878182,0.1566811,0.526853349473741,0.123346670468648,0.548942307692308,0.796,0.939094462537459,0.0635719691644407,0.530611497694728,0.480769230769231,0.930471245695864,0.379082940852109,0.41,0.606114375683741,0.159860904596451,0.683981481481482,33
"Jamaica",388,"JAM","Caribbean","Latin America and the Caribbean","Latin America & the Caribbean",0.67491167806683,0.744679792516284,0.706150358259921,0.847041643009257,0.538084964198716,0.663184299874126,0.594600197767626,0.597268044662904,1,0.636771335119988,0.8197865,0.811493089463976,0.487171487434238,0.770124931568897,0.771,1,0.354145485330044,0.471220519991469,0.788888888888889,0.925342318877045,0.374210582734887,0.69,0.868216592768015,0.296598714390362,0.618985287928303,19
"Japan",392,"JPN","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.668765805700838,0.858911968449555,0.740591819569331,0.843613290369855,0.357838893582653,0.699443165019333,0.6660907534829,0.652590161804466,0.946842680431571,0.977303065689364,0.599863627246118,1,0.62191183368365,0.778839873640404,0.752,1,0,0.376712328767123,0.696804353054353,0.936142789901129,0.3921867072552,0.77,0.982501134718381,0.292265667139796,0.723505460588794,24
"Kazakhstan",398,"KAZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.668798606851213,0.710612961047273,0.677725977897747,0.850830510854738,0.502771129601692,0.724071563713826,0.599915416709532,0.637087878150791,0.786160430053681,0.708590577069187,0.9379456,1,0.09523233572642,0.770491535116705,0.782,1,0.251333333333333,0.440740740740741,0.816239316239316,0.86987851097751,0.482336182336183,0.82,0.939518139322511,0.237046294424012,0.623181818181818,36
"Jordan",400,"JOR","Western Asia","Northern Africa and Western Asia","Arab States",0.540727216935473,0.68153865870163,0.491709778979229,0.719714742870029,0.278503762568231,0.642859057899423,0.578845691703136,0.547398895699842,0.69094946103371,0.806267621415955,0.5891,0.642413669162327,0.243615669250488,0.790144230769231,0.369,1,0.0924493325750226,0.312903225806452,0.43015873015873,0.970229311633822,0.408347863993025,0.55,0.94201307248456,0.187096265433646,0.607427738927739,32
"Kenya",404,"KEN","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.57701802040681,0.716537427614128,0.408917167584499,0.772865588394047,0.479099454981433,0.575097764200002,0.591548977212279,0.510784258890022,0.9526275396914,0.686200486410574,0.4232334,0.39090452454808,0.41261357943217,0.541490384615385,0.828,0.949106382885353,0.038,0.530611497694728,0.868686868686869,0.936210353473192,0.379082940852109,0.41,0.723406215160652,0.365821684159924,0.685419034090909,29
"Dem. People's Republic of Korea",408,"PRK","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.627651760581454,0.791883191663969,0.650305824741359,0.8439851525912,0.323733643441247,0.644609813721836,0.674084257498761,0.543792092261175,1,0.831857485106381,0.599863627246118,0.914142015245226,0.43691183368365,0.875122126972222,0.656833333333333,1,0.147551434756124,0.298720143484465,0.524929353054353,0.940108756360886,0.523720686738451,0.47,0.963981646789944,0.292265667139796,0.766005460588794,13
"Republic of Korea",410,"KOR","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.671236465171642,0.845975915128498,0.716050238960992,0.858279957021855,0.350323672890016,0.756550899166284,0.663766223571395,0.613791503779545,0.940273145127741,0.983863099016137,0.599863627246118,0.954059431287978,0.59422766049703,0.778839873640404,0.796,1,0,0.354166666666667,0.696804353054353,0.940486033101839,0.529166666666666,0.8,0.984763656088003,0.292265667139796,0.714269349477683,21
"Kuwait",414,"KWT","Western Asia","Northern Africa and Western Asia","Arab States",0.575000217219912,0.793978675423469,0.575874348729173,0.714597068265665,0.251031013187928,0.754281128737553,0.584183960499721,0.570092619343095,0.9361464647304,0.875696944578849,0.389384152075026,0.975863562689887,0.362375333150228,0.616024803951004,0.542928571428571,0.98483783156121,0,0.281252182761735,0.471840857555143,0.98047867097231,0.472364717503192,0.81,0.981339796369002,0.184502730101928,0.586709356780785,16
"Kyrgyzstan",417,"KGZ","Central Asia","Central and Southern Asia","Eastern Europe & Central Asia",0.669375919339769,0.697466581530099,0.81112448289814,0.887227563215337,0.45644007063421,0.672614841055466,0.583746593145735,0.60020076020265,0.820181876040951,0.672017110439094,0.8057745,0.978707292344836,0.648891658782959,0.841682692307692,0.82,1,0.278,0.376042435494174,0.715277777777778,0.935823957894367,0.442020567289874,0.64,0.92233702806317,0.207050901273423,0.621851851851852,40
"Lao People's Democratic Republic",418,"LAO","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.524848426633367,0.634906626703291,0.498384471354688,0.770010661612451,0.202629246416288,0.669370036663188,0.63250490829856,0.493411699029329,0.82417109468351,0.587137088301752,0.3109862,0.58624021742079,0.597926998138428,0.671372126972222,0.656833333333333,0.981826526841829,0.147551434756124,0.298720143484465,0.161616161616162,0.914389425259224,0.523720686738451,0.57,0.829693504097843,0.292265667139796,0.775555555555556,25
"Lebanon",422,"LBN","Western Asia","Northern Africa and Western Asia","Arab States",0.560339088624512,0.70580893156684,0.479549024662753,0.68566643011162,0.407202420693097,0.565488349175926,0.579213205692399,0.58948333274385,0.670555052810273,0.857388411263824,0.389384152075026,0.818862255525546,0.230400667826335,0.693161460830651,0.379,0.98483783156121,0.0924493325750226,0.407317073170732,0.721840857555143,0.945489439468145,0.260975609756098,0.49,0.966427531932123,0.184502730101928,0.586709356780785,21
"Lesotho",426,"LSO","Southern Africa","Sub-Saharan Africa","East & Southern Africa",0.524345142482819,0.673485674777554,0.391705995219979,0.754750789734215,0.436906977749569,0.538481228169166,0.443661545928869,0.515111106428356,1,0.505345919924762,0.1080705,0.577932569715712,0.489114917119344,0.640252371466896,0.624,1,0.0635719691644407,0.530611497694728,0.716537467700258,0.646360745270834,0.379082940852109,0.59,0.354775547684935,0.337759754311445,0.638449337121212,26
"Latvia",428,"LVA","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.721500650265937,0.847849696855835,0.826435222689393,0.867069701277899,0.510534841296682,0.773187095273586,0.588204956928041,0.641874575646665,0.912951151786445,0.988723365677943,0.8378,1,0.641505670547485,0.878209106434905,0.723,1,0.266666666666667,0.531104902495556,0.733832956259427,0.933336721357376,0.526224566782944,0.86,0.962874411003647,0.267308036331415,0.534432425213675,23
"Liberia",430,"LBR","Western Africa","Sub-Saharan Africa","West & Central Africa",0.440503339519611,0.650929237350262,0.172295138346314,0.51038551983851,0.439891220539309,0.607026268833607,0.478010355335032,0.448317592285822,1,0.504470121717752,0.1298702,0.310038884480794,0.0769763310750327,0.312548076923077,0.472,0.74660848412361,0.0635719691644407,0.530611497694728,0.725490196078431,0.96199586746979,0.379082940852109,0.48,0.551802406549647,0.239620636198121,0.642608024691358,33
"Libya",434,"LBY","Northern Africa","Northern Africa and Western Asia","Arab States",0.519369584495607,0.718858700836115,0.451294932755008,0.714597068265665,0.296108966581709,0.571444451541585,0.500343516500047,0.569825952676695,0.775532807344896,0.811217344643328,0.389384152075026,0.818862255525546,0.145638392018337,0.616024803951004,0.542928571428571,0.98483783156121,0.0924493325750226,0.574036710503288,0.221840857555143,0.962249262914927,0.402084093424162,0.35,0.967182100482093,0.184502730101928,0.349345720417149,20
"Lithuania",440,"LTU","Northern Europe","Europe and Northern America","Non-UNFPA Country",0.728045330523704,0.811959213181054,0.840077331677758,0.901706022832709,0.484757063544682,0.763908337872821,0.653832761251097,0.639207908982665,0.858812267267567,0.937857465728809,0.8904,1,0.629831997553507,0.902118071203245,0.803,1,0.189333333333333,0.531104902495556,0.733832956259427,0.895500449127244,0.526224566782944,0.87,0.977257824169699,0.267308036331415,0.716932425213675,23
"Luxembourg",442,"LUX","Western Europe","Europe and Northern America","Non-UNFPA Country",0.729879784733386,0.857015037824566,0.731795870658162,0.932403034545899,0.495645952422682,0.7988741078472,0.652944137597876,0.649541242305665,0.976177808017737,0.945326065721341,0.6916,1,0.503787614169874,0.878209106434905,0.919,1,0.222,0.531104902495556,0.733832956259427,0.960397759155278,0.526224566782944,0.91,0.986893540508958,0.267308036331415,0.704630837912088,17
"China, Macao SAR",446,"MAC","Eastern Asia","Eastern and South-Eastern Asia","Non-UNFPA Country",0.63713054266362,0.815531537638643,0.715845764123504,0.811891068179355,0.306346215602195,0.69965397002198,0.658440812752139,0.614737130256141,1,0.831857485106381,0.599863627246118,1,0.547673667271932,0.778839873640404,0.656833333333333,1,0.147551434756124,0.246557859915146,0.524929353054353,0.963483188760647,0.507978723404256,0.6275,0.968787423614261,0.292265667139796,0.714269349477683,9
"Madagascar",450,"MDG","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.477757760743776,0.595758670793937,0.223309342567873,0.63229245652334,0.445389017304705,0.60651252543545,0.523325575557902,0.391884259008922,1,0.395391755160164,0.0552001,0.273283343844943,0.341444584528605,0.490877371466896,0.406,1,0,0.530611497694728,0.805555555555556,0.960454637273779,0.379082940852109,0.48,0.713915275577389,0.198808696741664,0.657252755924631,30
"Malawi",454,"MWI","Eastern Africa","Sub-Saharan Africa","East & Southern Africa",0.510167350588904,0.557759614269739,0.346387074490287,0.597882264679588,0.472989930075508,0.619318200062983,0.521057698712592,0.339850925727622,0.899923465424937,0.433504453329936,0.1412971,0.300943459404839,0.596920665105184,0.466105769230769,0.381,0.946541026601641,0.0635719691644407,0.530611497694728,0.824786324786325,0.958871661194796,0.379082940852109,0.52,0.567388954142756,0.338583288857337,0.657200854700855,33
"Malaysia",458,"MYS","South-Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.657812811509009,0.809936846505138,0.68602243726542,0.811891068179355,0.387052993650068,0.716625652735118,0.647536037475369,0.626870747672449,1,0.802939794272776,0.599863627246118,0.819424014621311,0.638779671986898,0.778839873640404,0.656833333333333,1,0.06,0.459183673469388,0.641975308641975,0.967530021579721,0.492346938775511,0.69,0.95790417562398,0.292265667139796,0.692438271604938,26
"Maldives",462,"MDV","Southern Asia","Central and Southern Asia","Asia & the Pacific",0.628520810245719,0.6648710249682,0.57714715198486,0.828875873296998,0.538315581687584,0.748544314640742,0.481005498592861,0.590413420717491,0.886190237908995,0.518009418272728,0.3965343,0.792520819769966,0.542386337916056,0.843173076923077,0.643454545454546,1,0.23,0.620976599026996,0.763970147650703,0.971683773464017,0.503949172703842,0.77,0.96830916854501,0.124141934557272,0.350565394119316,27
"Mali",466,"MLI","Western Africa","Sub-Saharan Africa","West & Central Africa",0.42991428163889,0.646134481206925,0.20802303572083,0.624578005457075,0.293502750767816,0.531410506855268,0.482200757203025,0.424750925642722,1,0.513652519916455,0.1646989,0.344747543334961,0.114622664451599,0.354375,0.711,0.808359018244958,0.0635719691644407,0.530611497694728,0.286324786324786,0.915148581307926,0.379082940852109,0.3,0.499432298457133,0.18153866146723,0.765631313131313,32
"Malta",470,"MLT","Southern Europe","Europe and Northern America","Non-UNFPA Country",0.747010688130055,0.879405424004036,0.802084776139851,0.871736367939899,0.554312619030682,0.769624103428643,0.662419166669401,0.641541242313665,1,0.996675032336658,0.7512,1,0.655054330825806,0.878209106434905,0.737,1,0.398,0.531104902495556,0.733832956259427,0.972647745811859,0.526224566782944,0.81,0.973017040450371,0.267308036331415,0.746932425213675,22
"Martinique",474,"MTQ","Caribbean","Latin America and the Caribbean","Non-UNFPA Country",0.654476888089566,0.733163575287773,0.694630928056828,0.822659927526924,0.506195583035668,0.5940175877169,0.623839534072394,0.588422896555718,0.869358224887103,0.741709606619988,0.635583696608455,0.985219761244409,0.463089328401512,0.669598832667798,0.798380952380952,1,0.354145485330044,0.471220519991469,0.693220745304079,0.781713149939801,0.374210582734887,0.626129032258065,0.955743010953446,0.296598714390362,0.619176878744893,2
"Mauritania",478,"MRT","Western Africa","Sub-Saharan Africa","West & Central Africa",0.439483052294586,0.541576490292225,0.210424621608287,0.619129002420226,0.371474879049569,0.591461998834519,0.464792369024828,0.531917592202222,0.583797227044756,0.509014653254426,0.2416212,0.32676633199056,0.0628863334655763,0.511502371466896,0.478,0.867884637651169,0.0635719691644407,0.530611497694728,0.520241171403962,0.955303057425835,0.379082940852109,0.44,0.603765303703525,0.11841095006448,0.672200854700855,24
"Mauritius",480,"MUS","Eastern Africa","Sub-Saharan Africa","Non-UNFPA Country",0.600326556214987,0.758218738759783,0.462197465647387,0.662273076647165,0.459336651362353,0.701732945571348,0.625695731418124,0.608017592126122,0.947544616035867,0.719094010392017,0.264980167392068,0.968012237548828,0.153599993387858,0.521949736708625,0.593,0.871869495219688,0.0635719691644407,0.530611497694728,0.7838264886059,0.926115897967134,0.379082940852109,0.8,0.91742719527895,0.240909488915724,0.718750511936786,21
"Mexico",484,"MEX","Central America","Latin America and the Caribbean","Latin America & the Caribbean",0.676041326195952,0.768746746431703,0.733038108346959,0.848041643008257,0.57179552282987,0.544534864856695,0.641572892356551,0.604019089396335,0.922098286318472,0.780122865886544,0.5873,1,0.61181432723999,0.690124931568897,0.854,1,0.346666666666667,0.540942125760551,0.827777777777778,0.817595701538227,0.306008894665463,0.51,0.882971702961444,0.296616221370922,0.745130754662005,30
"Mongolia",496,"MNG","Eastern Asia","Eastern and South-Eastern Asia","Asia & the Pacific",0.6708710930084,0.803343093768319,0.715562960172092,0.857249041466825,0.410661954240963,0.699790794575989,0.643762767067386,0.603045032253029,0.945746609898953,0.861237641563005,0.6307747,0.905592854817709,0.610321327845256,0.800747126972222,0.771,1,0.147551434756124,0.298720143484465,0.785714285714286,0.855651699088887,0.523720686738451,0.72,0.934968148814162,0.292265667139796,0.704054487179487,21
